description	timestamp	longitude	latitude	reportId	class	zip	city	state
Report 18361: A group of four-wheelers experience a barrage of rocks and limbs on a late-night ride near Meldrim | Class B | Effingham County 	2007-03-24T12:00:00Z	-81.34159	32.13781	18361	B	13103	Effingham	GA
Report 18377: Possible sighting by multiple witnesses on farm near Buchannan | Class B | Haralson County 	2006-12-18T12:00:00Z	-85.15337	33.81461	18377	B	13143	Haralson	GA
Report 18439: Possible scream at Ft. Stewart | Class B | Long County 	1987-09-19T12:00:00Z	-81.47213000000001	31.55762	18439	B	13191	McIntosh	GA
Report 19129: Camper reports possible knocks in daylight near Conasauga River | Class B | Murray County 	2005-04-21T12:00:00Z	-84.6216	34.8983	19129	B	13111	Fannin	GA
Report 21145: Man remembers unknown screaming animal passing underneath his deer stand before dawn on Clark Hill Lake | Class B | Lincoln County 	1979-10-15T12:00:00Z	-82.4975	33.89761	21145	B	13181	Lincoln	GA
Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest | Class B | Floyd County 	2005-08-15T12:00:00Z	-85.10299000000001	34.4826	22813	B	13115	Floyd	GA
Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter) | Class B | Union County 	2005-07-03T12:00:00Z	-84.0354	34.6527	23701	B	13187	Lumpkin	GA
Report 23978: Possible encounters near the Upper Chattahoochee River Recreation Area | Class B | White County 	1990-10-20T12:00:00Z	-83.78375	34.78035	23978	B	13311	White	GA
Report 24393: Man remembers a late night "camp-circling" along with several other young Marines outside of Albany | Class B | Dougherty County 	1977-07-30T12:00:00Z	-84.02254000000001	31.30062	24393	B	13205	Mitchell	GA
Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell | Class B | Rabun County 	2009-02-22T12:00:00Z	-83.18237000000001	34.94325	25574	B	13241	Rabun	GA
Report 25693: Husband and wife hear characteristic vocalizations in the Sautee-Nacoochee Valley | Class B | White County 	2009-03-15T12:00:00Z	-83.6746	34.70107	25693	B	13311	White	GA
Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram | Class B | Paulding County 	2006-06-21T12:00:00Z	-84.79601	33.796	26019	B	13223	Paulding	GA
Report 26396: Possible daylight sighting of a juvenile sasquatch on all fours by a deer hunter near Axson | Class B | Atkinson County 	2007-11-15T12:00:00Z	-82.74675000000001	31.30952	26396	B	13003	Atkinson	GA
Report 28982: Wildlife enthusiast records moaning howls near Bainbridge | Class B | Decatur County 	2011-03-11T12:00:00Z	-84.78122	30.79456	28982	B	13087	Decatur	GA
Report 29530: Possible wood knock responses and strange tracks found near Rome | Class B | Floyd County 	2011-06-20T12:00:00Z	-85.19659	34.17769	29530	B	13115	Floyd	GA
Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele | Class B | Crisp County 	2011-08-25T12:00:00Z	-83.57655	31.85605	30483	B	13315	Wilcox	GA
Report 30730: Hunter hears possible vocalizations as well as bipedal movement near Pigeon Mountain WMA | Class B | Walker County 	2011-09-28T12:00:00Z	-85.42265999999999	34.62689	30730	B	13295	Walker	GA
Report 32254: Marine veteran hears strange howls late at night near Acworth | Class B | Paulding County 	2011-08-27T12:00:00Z	-84.79704	34.06787	32254	B	13223	Paulding	GA
Report 35352: Golfers watch large animal jump from a tree outside Tallulah Falls  | Class B | Habersham County 	2012-05-09T12:00:00Z	-83.45180999999999	34.70157	35352	B	13137	Habersham	GA
Report 35631: Woman sees a tall figure at night outside her home in a subdivision south of Leesburg | Class B | Lee County 	2012-05-30T12:00:00Z	-84.16016	31.62608000000001	35631	B	13177	Lee	GA
Report 41169: Motorist sees a tall man-like figure standing in a field at dawn near Cedartown | Class B | Polk County 	2013-05-10T12:00:00Z	-85.35133	33.95003	41169	B	13233	Polk	GA
Report 43553: Teenage girl startles a gorilla-like animal while walking home in the dark north of Swainsboro | Class B | Emanuel County 	2006-09-25T12:00:00Z	-82.24796000000001	32.74985	43553	B	13107	Emanuel	GA
Report 43611: Couple spot possible footprints on Benton MacKaye Trail near Blue Ridge | Class B | Gilmer County 	2014-01-05T12:00:00Z	-84.34529999999999	34.81182	43611	B	13123	Gilmer	GA
Report 44571: Deer hunter sees and hears a large hairy biped from his tree stand near Shellman | Class B | Randolph County 	2011-11-24T12:00:00Z	-84.60457	31.71434	44571	B	13243	Randolph	GA
Report 2509: Campers get visited in the middle of the night and hear vocalizations.   | Class B | Pottawattamie County 	1999-12-12T12:00:00Z	-96.01464	41.48453	2509	B	19155	Pottawattamie	IA
Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk | Class B | Lee County 	1985-02-15T12:00:00Z	-91.42610000000001	40.4415	3049	B	19111	Lee	IA
Report 5072: Witness reports seeing footprints as a child | Class B | Humboldt County 	1977-09-01T12:00:00Z	-94.3841	42.9074	5072	B	19091	Humboldt	IA
Report 6394: Possible tracks found in snow near Albia, Iowa | Class B | Monroe County 	1976-01-14T12:00:00Z	-92.73979	41.02174	6394	B	19135	Monroe	IA
Report 16714: Two men remember hearing bone-chilling scream while parking at lookout point in Stone State Park | Class B | Woodbury County 	1970-06-01T12:00:00Z	-96.47562000000001	42.55576	16714	B	19193	Woodbury	IA
Report 22945: Man recalls observing possible tracks and being screamed at on his paper route in Eldridge | Class B | Scott County 	1981-02-04T12:00:00Z	-90.59601000000002	41.65225	22945	B	19163	Scott	IA
Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area | Class B | Fayette County 	2006-10-07T12:00:00Z	-91.75641	45.8618	23448	B	55129	Washburn	WI
Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert | Class B | Decatur County 	2008-05-28T12:00:00Z	-93.85965	40.8348	24056	B	19053	Decatur	IA
Report 27141: Campers hear loud scream at close range near Wapsipinicon River | Class B | Scott County 	1989-07-04T12:00:00Z	-90.55585000000001	41.76392	27141	B	19163	Scott	IA
Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir | Class B | Johnson County 	1973-07-01T12:00:00Z	-91.59414999999998	41.76292	27978	B	19103	Johnson	IA
Report 28427: Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area  | Class B | Winneshiek County 	2010-10-24T12:00:00Z	-92.06343	43.32922	28427	B	19191	Winneshiek	IA
Report 33490: Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park | Class B | Humboldt County 	2011-02-15T12:00:00Z	-94.20245	42.6766	33490	B	19091	Humboldt	IA
Report 35883: Possible encounter while volunteering at Macbride Raptor Project outside North Liberty | Class B | Johnson County 	2010-04-15T12:00:00Z	-91.57033	41.7822	35883	B	19103	Johnson	IA
Report 36514: Father and son are approached by three large bipeds while fishing at dusk west of Asbury | Class B | Dubuque County 	2012-09-21T12:00:00Z	-90.84215	42.50969	36514	B	19061	Dubuque	IA
Report 39831: Photographer spooked off Big Spirit Lake before he gets his photo | Class B | Dickinson County 	2013-02-04T12:00:00Z	-95.12505	43.47104	39831	B	19059	Dickinson	IA
Report 41700: Motorist observes a dark shaggy figure running on the road in daylight near Ogden | Class B | Boone County 	2013-07-23T12:00:00Z	-94.01338	42.10722	41700	B	19015	Boone	IA
Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park | Class B | Clayton County 	1970-09-27T12:00:00Z	-91.17153999999999	43.00499	44740	B	19043	Clayton	IA
Report 9954: Elk hunters find footprints on Stanley Butte. | Class B | Idaho County 	1974-09-14T12:00:00Z	-115.2088	46.2404	9954	B	16049	Idaho	ID
Report 10960: Possible stalking outside a campers' tent in the White Knob mountains | Class B | Custer County 	2004-08-01T12:00:00Z	-113.8441	43.79615	10960	B	16037	Custer	ID
Report 13717: Possible vocalizations heard by staff at Redfish Lake near Stanley | Class B | Custer County 	2001-09-01T12:00:00Z	-114.9221	44.14765	13717	B	16037	Custer	ID
Report 13768: Possible sighting at night by bowhunters near Crooked Creek outside Dubois | Class B | Clark County 	1997-08-19T12:00:00Z	-112.6467	44.2548	13768	B	16033	Clark	ID
Report 13828: Possible tracks found outside Clark Fork, near Spring Creek Road | Class B | Bonner County 	2006-02-10T12:00:00Z	-116.1842	48.15585	13828	B	16017	Bonner	ID
Report 15120: Man describes daylight sighting by father (elk hunter) near Clarkia | Class B | Benewah County 	1972-10-01T12:00:00Z	-116.322	47.06150000000001	15120	B	16079	Shoshone	ID
Report 15206: Possible tracks found on Buckles Mountain | Class B | Kootenai County 	2005-10-06T12:00:00Z	-116.6079	47.85001	15206	B	16055	Kootenai	ID
Report 15416: Possible vocalizations heard by campers near Lowman | Class B | Boise County 	2004-06-19T12:00:00Z	-115.3106	44.14555	15416	B	16015	Boise	ID
Report 15621: Members of a Boy Scout troop hear possible vocalizations at Loon Lake | Class B | Valley County 	2006-06-27T12:00:00Z	-115.8405	45.16792000000001	15621	B	16085	Valley	ID
Report 18050: Series of loud vocalizations from two sources heard in the Yellowjacket Mountains. | Class B | Lemhi County 	2000-08-01T12:00:00Z	-114.655	44.9625	18050	B	16059	Lemhi	ID
Report 18958: Screaming and eyeshine witnessed by hunter in the Big Hole Mountains | Class B | Madison County 	2008-04-12T12:00:00Z	-111.4418	43.61015	18958	B	16019	Bonneville	ID
Report 20221: Winter hikers find trail of footprints near Clark Fork | Class B | Bonner County 	2000-12-31T12:00:00Z	-116.0969	48.25206	20221	B	16017	Bonner	ID
Report 24224: Man tells of his possible daylight encounter as a young motorcycle explorer in the Coeur d'Alene National Forest | Class B | Shoshone County 	1981-08-01T12:00:00Z	-116.211	47.6835	24224	B	16079	Shoshone	ID
Report 24693: Rock banging, footprints and strange stripped tree on high mountain ranch near Sandpoint | Class B | Bonner County 	2008-08-19T12:00:00Z	-116.71	48.33000000000001	24693	B	16017	Bonner	ID
Report 25056: Fish & Game employee recalls following possible tracks while hiking near Little Payette Lake | Class B | Valley County 	1979-10-20T12:00:00Z	-116.4873	44.9166	25056	B	16003	Adams	ID
Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek | Class B | Bear Lake County 	2003-06-21T12:00:00Z	-111.5212	42.35635	28386	B	16007	Bear Lake	ID
Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest | Class B | Boise County 	2009-11-01T12:00:00Z	-115.8596	44.35978	29020	B	16085	Valley	ID
Report 2901: Couple in car terrified by loud howl/scream near Carlinville. | Class B | Macoupin County 	1978-05-01T12:00:00Z	-89.952	39.115	2901	B	17117	Macoupin	IL
Report 2992: Unusual vocalizations from Mississippi River bottoms between Hamilton and Warsaw. | Class B | Hancock County 	2001-05-16T12:00:00Z	-91.3883	40.3752	2992	B	17067	Hancock	IL
Report 3018: Late night screams heard near Rosiclare. | Class B | Hardin County 	2001-08-16T12:00:00Z	-88.34610000000001	37.5	3018	B	17069	Hardin	IL
Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville. | Class B | Perry County 	1975-12-06T12:00:00Z	-89.30435	38.04813	3300	B	17145	Perry	IL
Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds. | Class B | Pulaski County 	2004-11-27T12:00:00Z	-89.1979	37.1142	5742	B	17153	Pulaski	IL
Report 6820: Tracks found on a creek bed near Chandlerville | Class B | Cass County 	2004-11-14T12:00:00Z	-90.1498	40.04505	6820	B	17017	Cass	IL
Report 10879: Mushroom hunters find series of large footprints near Ste. Marie. | Class B | Jasper County 	2000-05-06T12:00:00Z	-87.97622	38.94564	10879	B	17079	Jasper	IL
Report 11121: Hikers find large footprint along Franklin Creek. | Class B | Lee County 	2003-06-14T12:00:00Z	-89.34285	41.86395	11121	B	17103	Lee	IL
Report 11295: Coon hunters hear vocalizations and footprints found near Burlington. | Class B | Kane County 	1984-11-17T12:00:00Z	-88.53872	42.075	11295	B	17089	Kane	IL
Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin | Class B | Tazewell County 	2005-10-06T12:00:00Z	-89.58499999999999	40.61	12836	B	17179	Tazewell	IL
Report 12919: Youth has nighttime sighting along Rock River | Class B | Whiteside County 	1986-11-15T12:00:00Z	-90.09999999999999	41.6	12919	B	17195	Whiteside	IL
Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville | Class B | Saline County 	2005-11-18T12:00:00Z	-88.55	37.63	13070	B	17165	Saline	IL
Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest | Class B | Saline County 	2006-05-29T12:00:00Z	-88.50060999999999	37.61404	14802	B	17165	Saline	IL
Report 15019: Possible vocalizations heard near Yorkville | Class B | Kendall County 	2006-06-21T12:00:00Z	-88.4375	41.625	15019	B	17093	Kendall	IL
Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest | Class B | Williamson County 	2006-07-28T12:00:00Z	-88.9319	37.61095	15393	B	17199	Williamson	IL
Report 15844: Possible sounds heard, etc., in Kickapoo State Park | Class B | Vermilion County 	2005-10-01T12:00:00Z	-87.7424	40.1527	15844	B	17183	Vermilion	IL
Report 15895: Possible vocalization heard in Marion, Illinois | Class B | Williamson County 	1977-12-31T12:00:00Z	-88.9487	37.72735	15895	B	17199	Williamson	IL
Report 18059: Possible footprints found five miles east of Vandalia. | Class B | Fayette County 	1998-09-26T12:00:00Z	-89	39	18059	B	17051	Fayette	IL
Report 18584: Possible vocalization heard near Pyramid State Park. | Class B | Perry County 	2007-10-15T12:00:00Z	-89.4205	38.0985	18584	B	17145	Perry	IL
Report 23760: Memory told of possible vocalizations and rocks thrown at Lake Kinkaid. | Class B | Jackson County 	1978-04-02T12:00:00Z	-89.45728	37.78048	23760	B	17077	Jackson	IL
Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs | Class B | Pope County 	2007-09-22T12:00:00Z	-88.65912	37.52127	25704	B	17151	Pope	IL
Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis. | Class B | Massac County 	2008-11-26T12:00:00Z	-88.74760000000001	37.228	25924	B	17127	Massac	IL
Report 26039: Motorist has possible sighting near Barrington. | Class B | Lake County 	2008-05-13T12:00:00Z	-88.09506	42.17577	26039	B	17097	Lake	IL
Report 26874: Possible footprints found near Mackinaw River | Class B | Woodford County 	2009-09-24T12:00:00Z	-89.04518	40.65639	26874	B	17203	Woodford	IL
Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel. | Class B | Madison County 	2009-12-18T12:00:00Z	-89.80123	38.90123	27042	B	17119	Madison	IL
Report 27146: Deer hunters hear possible vocalizations and find strange footprints near Ellisville | Class B | Fulton County 	2010-01-05T12:00:00Z	-90.28404000000002	40.63267	27146	B	17057	Fulton	IL
Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon | Class B | Ogle County 	2010-02-28T12:00:00Z	-89.41539	41.90703	27387	B	17141	Ogle	IL
Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park | Class B | Peoria County 	2010-05-05T12:00:00Z	-89.73378	40.82944	27692	B	17143	Peoria	IL
Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee | Class B | Sangamon County 	1978-08-01T12:00:00Z	-89.56981	39.65749	28370	B	17167	Sangamon	IL
Report 28525: Possible vocalizations and stick structures found in Bachelors Grove Cemetery | Class B | Cook County 	2010-11-02T12:00:00Z	-87.76622	41.63243	28525	B	17031	Cook	IL
